short_text,id,label,data,is_attention_check,expected_answer
"I have become obsessed with this tattoo. I have always said that I would get a tattoo when I was 25 but have never really found one that I liked so much as I like this one. I've shown it to a few friends who all think it is pretty cool, so I think I am going to take the plunge (...",4047512,0,BLOG,False,
We tried the new family fun sport of ridingball. We tried water ridingball at the marina. The kids liked the crazy excitement of dueling ridingballs. Their ridingball popped but it was quick and easy to repair. When we returned to land we played a game of pop the ridingball in a dry grassy field.,23941_2,Male,PASTEL,False,
Time to prepare this lavish dinner. This was the first serving of the night. This is how the desert was prepard. Thie main course was kind of small. I needed antacids after that weird meal.,13681_3,Male,PASTEL,False,
The art museum featured an interesting installation recently. They also received some striking new collage artworks. One corner of the space features a dramati cnew sculpture. Another exhibit was comprised of a rising mound of chairs. The creations at the museum were always fascinating to experience.,28212_2,Male,PASTEL,False,
"This seemed like a good idea at the time but now I find myself not sure what it is I want to include here. So....for the most part I am going to begin. This week has been challenging, last night was my 6th shift in a row and still one more to go before having 2 nights off. For the most part I enj...",4032894,1,BLOG,False,
"After you've worked on your first website for a while and seen that visitors do not magically arrive at your virtual doorstep, you start to learn a little about traffic generation. One of the first things you will probably encounter is building links. Let's take a look at what link building is an...",17c1a2884c8e60f7143a45e48d67754,female,PAN13-EN,False,
"Along with the terminology, the  mechanics of graphic reproduction progressed as effectively. Designers choose out typography, animation, photography, artwork, audio, colour and other visual features for their artwork.The arrangement and dimensions of the layout aspects as they appear on the disp...",fe345e018455de3756fa7601508c1bf8,female,PAN13-EN,False,
It is the 4th of July. The fireworks sputtered with light. Fire took flight from the ground. There were some difficulties with some of the fireworks lighting properly. The finale was a dazzling display of awe.,16331_0,Male,PASTEL,False,
"And I came back with not only a tan, but a much better attitude. One of my friends brought a picture we'd taken together 3 years ago, and holy cow. (literally...cow) I was totally shocked at how different I look now, in a good way. It's really what I needed to get my head straight again. The fact...",3749229,1,BLOG,False,
"All people experience stress, and no doubt life has become much more stressful especially when your deadline is coming up and it is highly needed to connect to the internet, but the connection has got the speed of snail. Oftentimes, this causes you headache and wants to have a provider that gives...",75a79f733806de8ccf3eed70e42fbf1d,female,PAN13-EN,False,
I am participant on the day of the competition I ride and pipe some perfomance There were waves and shooting sand also I started to shoot rider I ridded and speed the wave,4743_1,Male,PASTEL,False,
"When you accept the idea that humans evolved without the aid or existence of a Creator you have stepped onto a dark path that leads to an ethical nightmare of meaninglessness. From a macro view, the honest evolutionist must consider all activities of the human species as amoral. We are biological...",3354539,0,BLOG,False,
Lets sit down before the show starts. They went all out this year. I wonder how much it cost this year. These are some quality fireworks. My camera must of run out of film since there is no picture here.,157_1,Male,PASTEL,False,
"In a smaller town, it holds one of the largest marathon events annually. The town's residents all show to show support to the runners. when deciding to partake in the marathon, its a matter of your level and experience with running. The marathon's route winds through the town passing historic monuments. The town waits near the end of the race, registering times for the runners.",20021_2,Male,PASTEL,False,
I know we've been having trouble with the web form I made - Sorry! If you all could just print it out an snail mail it back to me that would be great! I really want this Family Reunion to happen! I appreciate everyone's help in getting this accomplished. We will have a great time and it will be s...,3379667,1,BLOG,False,
Just moved the weblogs to my house so pictures will be coming soon. No more annoting banner ads either!Things can get boring down here in South GA. Besides work and school there isn't much more to do than go out to a bar. Perhaps boredom causes people here to get a little more tore up than others...,2856323,0,BLOG,False,
my son is learning how to appreciate cars. he's helping me learn our family car today. I'm trying to get him to concentrate. but he's more concerned with the handle than the car. we'll finish cleaning the car eventually.,13431_1,Male,PASTEL,False,
"Once the battery's temperature is among 32 degrees F - 113 degrees F, the charger will start off charging the battery. When the charger's green indicator light is blinking, then the battery charger is charging.Tip #9 - When the energy in your battery is made use of up, the Dremel automatically tu...",ad5b92310a343252b0d604cc16c1c313,female,PAN13-EN,False,
"People over to shop at this store. The mannequins always look so fancy. Shoe sales accomidate the changing seasons. It's time to get rid of your old, worn out clothing. Shop with us and look fabulous.",35040_0,Female,PASTEL,False,
"How to Tap a Cell PhoneDo you need a cell phone tap? Are you afraid that your partner is cheating? Is your child texting strangers? Is your employee not using his or her phone for work?! Do you need to find out how to tap a cell phone?Let's be honest, if you suspect someone is up to no good you c...",a880a3a35fe32b90e0eb61b20d0de1cb,male,PAN13-EN,False,
"The leveraged buy out (LBO) and management buy out (MBO) are common tools of American business whereby an acquiring entity will purchase its target through a combination of debt and equity. No brilliance there right? The clever part, however, comes in where the target company (i.e. its assets) ar...",3771404,0,BLOG,False,
"...And all the kings men couldn't put my poor PC together again. I've been having a few problems with my main windows box lately. Heavy disk utilization (I can hear the disk grumbling at me as we speak) and slow as molasses. The system isn't using any CPU cycles, just waiting for the disk to hurr...",3288783,0,BLOG,False,
My vacation started with a trip to a park. The park featured cartoon dwarfs. It also had many roller coasters. My mom went on every single ride with me. At the end of the day everyone had a lot of fun.,28507_0,Male,PASTEL,False,
"This is my first Blog so Let's Talk! Most Sellers that choose the FSBO route, do so because they are reluctant to pay the commission fee. Why? Sellers feel that we get paid too much money to put a sign in the yard & input information about their property on the MLS. Unfortunately, we as real esta...",3654296,1,BLOG,False,
As my life moves towards things I don't want. I feel myself drawing inward into me. Closing myself off from the outside world. Becoming quieter and quieter..friends aren't acting like true friends...love that can't be had...because we can't do distance. Not sure where I'm going to live for a mont...,3988394,0,BLOG,False,
There was an event at a college with an information booth. Students where were pledging their support for an important issue. There was even ice cream at the event. The students were enthusiastic about the issue. There was even a speaker there.,38255_2,Female,PASTEL,False,
"He stayed in the Hard Rock Casino when we visited Florida. We didn't stay in the casino very long and decided to visit the surrounding city. It was close to sunset and we wanted to see the beach. There were not too many people there, so we had the beach to ourselves. The sunset was beautiful and we will probably do the same thing tomorrow.",5375_0,Male,PASTEL,False,
"The store had a lot of wrapping paper for the holiday and season. When I got home, my mom told me she had cooked the food on the table. The whole family enjoyed dinner together. Then we opened gifts! We enjoyed the time we spent together opening gifts.",29670_1,Female,PASTEL,False,
"When I saw the movie---> along came Polly . I do love a section of an actor's lines in the movie. It's about how to treat our life, as follows: ' It's not about what happened in the past or what you think might happen in the future. It's about the ride, for Christ's sake. There's no point going t...",3596051,0,BLOG,False,
The strumming of the acoustic guitars created a calming atmosphere. The building stood in the distance illuminated by the night sky. Her vocals pulled you into a thoughtful trance. He walked somberly down the path. A hearty breakfast to start the day.,22592_1,Female,PASTEL,False,
Sleep Aids Reviewed- In-depth Evaluations Air Max of Sleeping Tablets / Rest Aid dietary supplementsSearching for the right sleep help to overcome your insomnia? You've arrive towards the proper spot. Showcased here are in-depth evaluations of countless sleep help medicines and sleep dieta...,45ab7c70b407d09e2976b8bc2259f903,female,PAN13-EN,False,
"When in the woods, I saw such gigantic spider webs I needed to keep walking! There was this giant spider that was so nasty and plump, and it was sitting on a leaf. Although I was scared, I was still curious as to how a web that big was made from that type of small spider. After examining the web, I walked out of the woods, and started walking towards my route home, where I was waiting for the subway. On the way into the station, I saw this unique art show display, which was a very cool pyramid-like creation.",2299_2,Female,PASTEL,False,
our national soccer team lost the semi finals in the european championship. although this has nothing to do with my study. this is some crazy thing with the country i live in. nobody believed they could get this far. because this wasn't the best team we ever had and the practice games really went...,3792469,1,BLOG,False,
Earning a residual money is powerful and a great digital recruiter can do that by doing work with corporations placing contractors (those who are ready to get the job done on a brief-expression basis for an hourly amount as a substitute of a wage).A organization is nothing at all with out its sta...,1023c3a657f870432e8142b3bf704e,male,PAN13-EN,False,
"The safety and security of lives and property is the greatest concern of every individual or group. The dangers of theft, burglary, violent crime and break-in have resulted into several kinds of security systems and safety solutions that promise ultimate safekeeping and security. One such great u...",1779b7b442aa02f6b1be79bbe224dfd,female,PAN13-EN,False,
They loved the architecture of churches. They loved the art of stained glass windows. Standing in front were three members of a secret organization of assassin nuns disguised as tourists. They loved to view the sacred and stayed there all day. From the sacred they visited the killing floors of butchers were dead pigs hung for sale.,11486_1,Male,PASTEL,False,
"If most mothers had the choice they might jump on the possiblity to emerge as a member of the work at home mums team. They can make money at home and at typically the same time they will all the same look after household responsibilities. Without a doubt, the best of 2 worlds.Although it does sou...",6fc39d643fc2597b23d0f1b6e0b2afb5,male,PAN13-EN,False,
"Where to begin?! The beginning would be good but I feel that jumping around keeps you on your toes more...jazz's things up a bit! You are going to go on a strange trip, so grab a cocktail, sit back and buckle up...you are in for a long strange ride...YE-HAAAA! First of all I must confess that I a...",3741966,1,BLOG,False,
"My dad is taking pictures of his beer. He moves his glass around to get good lighting. He blinked in one, and we had to take better ones. He needed the perfect shot. Next time, he wants to take pictures of red wine.",37616_3,Female,PASTEL,False,
"ok... this is my first sign up. this is actually kinda cool. was actually lookin for a nice wp that i can pattern my page to. but i just found myself registering here....which is actually cool though. its gettin late so better yet, see what other good stuffs this has to offer. ) blogg...",568146,0,BLOG,False,
The quietest walking path in our town. The path leads to one of these views. The path also gives us this lovely view. Stopping near the water before the path ends. The last stop of the path leads directly to the pier.,31879_1,Male,PASTEL,False,
"I suppose I should have a little more content to justify the massive, page-lengthening links list at right. (Okay, it's not that massive, but it's longer than the lone post.) I haven't been thinking about much lately, just doing whatever to get through the day. I haven't been sleeping too well ei...",2840286,1,BLOG,False,
Finding reputable online casinos is not easy. There are so many Internet casinos today and almost all of them have very professional and engaging websites. The biggest question now is how you can differentiate a rouge casino from the reputable ones. If you are playing casino games on the Internet...,9bfa6507eb699900f327713e9e363695,male,PAN13-EN,False,
"Okay... so maybe this thing is the new livejournal bandwagon. Who knows. Don't really care at this point. I'm far too lazy to maintain my own blog atm, so this is going to work just fine for me. I find myself wondering why I persist in this constant struggle with my shape. It seems like no matter...",3932271,1,BLOG,False,
we took a ride to the river on our bikes. there was a book shop we checked out. we walked the streets and looked at the different buildings. it was a pretty day full of adventure. we stayed out until the sun set.,20849_1,Male,PASTEL,False,
"The men were checking their gear before the presentation. The soldiers stand straight. There is a veteran, saluting as he walks. The soldiers get in line and are shaking his hands. They are proud of their military graduation day.",17187_0,Female,PASTEL,False,
"It appears that after a few a long time in the future, the fantastic grandchildren will not likely know that there was some thing named “trees and plants” and the way they looked within the color ‘Green’. Pest moderate overstatement nevertheless many of us don't know studying the tempo where we'r...",1a29fc541ecec8a4fbb86056e9cfa763,female,PAN13-EN,False,
"Currently at an artist retreat. This installation is interesting, They call this piece ""the road to nowhere."" Even the trees look artsy here. My favorite art piece of teh whole retreat.",13859_1,Male,PASTEL,False,
"I had these ideas for a while now and so I decided to post them... : 'The lone knight stands on the tower watching the gloomy storm clouds in the distance' 'They watched the lone knight travel along the road, never to see him again' 'So after she left him, he traveled alone in the world, never to...",3902294,0,BLOG,False,
Have a smile on your face and your life will be good. See things as they really are and then happiness will be with you. Success is a journey not a destination! A friend is a person who knows the song in your heart and can sing it back to you when you have forgotten the words!Self esteem is not m...,b0a83d2f3092c9793857c5d6ef804203,male,PAN13-EN,False,
"comes this copout. But since nobody's reading this yet, I doubt it makes much difference - a test of the 'tree falling in the woods' theory... - I Can't - Please forget the words that I just blurted out, it wasn't me, it was my strange and creeping doubt, it keeps rattling my cage. And there's no...",3603867,0,BLOG,False,
"this morning i went jogging/walking/running, and i feel so great. and then i poisoned my body with one of Little Debbie's devil cremes. Damn you Little Debbie, and your scrumptious pastries!But, hey! i still feel pretty gosh darn good. I'm going to leave the house early so i can go downtown and r...",1259041,1,BLOG,False,
"You know, it's sad when you have all the time in the world (such as summer vacation), but you lack the discipline to keep up with all the general upkeep of thinks. For example, I've had a lot of free time, and I am so behind in things. That is the creed of the true procrastinator. I get mad at my...",4186134,1,BLOG,False,
"Two sisters had a great time on vacation.  First, they climbed up some very large rocks. Then they went to the beach and were playing in the sand. Their father and little sister joined them as they were digging in a tidepool to see what they could find. Their father showed them a little crab that was hiding in one of the tidepools. The crab carries his home on his back. One of the girls drew a picture in the sand of what she would look like if she carried her house on her back.",31810_0,Female,PASTEL,False,
"Which is more important a Arizona Unemployment from a professional Arizona Unemployment writer or a superb career network? The answer is: Both. You need a network to help you identify the right job, and you have to create it yourself, each day, with steady effort. You also need a top qualityArizo...",958a64aaeefecc9c6b85eafa38b7763f,female,PAN13-EN,False,
A visit to a chocolate factory is fun. There are giant blocks of chocolate there. Cocoa butter is used to make the chocolate. It is mixed with the cacao in big vats. Finally it is dried into chocolate chips.,33148_1,Female,PASTEL,False,
"Children set the table for dinner. People began to arrive shortly after the last plate was set, sharply at 7:00 PM. The guests gathered around the table, filling their plates high with flood, higher than the empire state building. Gathered around the table, they sat, drank, and ate joyfully. The conversation never grew dull and they continued conversing well after late afternoon.",20559_1,Female,PASTEL,False,
"Well its just after 10 and I have been up for 3 hrs, im still undecided as to what im gonna do today. I want to wash the car...... but i want to take the kids out for the day and the weather could turn. decisions, decisions lol. Ho-hum the pub sounds like a good idea to me ) Back to work again to...",3423963,0,BLOG,False,
"Before digging up anything wait and entire season to see what can be saved and what should be removed. Your yard will have an element of depth that way. It will enhance your house's curb appeal ideally.Be aware of your land's hardiness zone, and buy plants that suit your landscape. The map of har...",6451755783e167b96bfa837c6395f34e,male,PAN13-EN,False,
"It really is largely understandable that many individuals continue to be skeptical regarding the ultimate usefulness of on the web dating. After all, it's only relatively not too long ago that the process has become accepted as part Peyton manning jersey of the social mainstream. One particular n...",2a0ff906f870f600019a5fa08eff3726,male,PAN13-EN,False,
"Usually manual transmission demands far more talent to operate a vehicle and may be pretty challenging to learn. For this reason the majority of People in america use automated gear boxes to drive. However , if you master the manual gearbox you'll get lots of advantages. The first and the most si...",e58ec34fa81b7a6219dc0a25737a6a34,female,PAN13-EN,False,
Learn to appreciate what you admire. Life attracts to you what you appreciate and admire.Life is a lot easier when you live a natural life. A life void of fake and packaging. You will live a stress free life because people take you for who you are. You are nothing but a second best when you live ...,6c7d55c1cdbef20f8ef1f40462d63768,female,PAN13-EN,False,
Two people wear black jackets. The people shake hands. There are many people entering on the red carpet. The soldiers stand at attention. The people sit quietly at the funeral.,28859_1,Female,PASTEL,False,
"I've been getting more and more interested in the  Green Pary of Canada lately. Their policies seem very inline with my values and vision for Canada. Importantly, I believe their economic policy to be sound: tax the bad things, subsidize the good. I've actually put down my name as a volunteer. Mi...",3393354,0,BLOG,False,
"Last year we took a fun trip to Disney Land. There we saw statues of the Seven Dwarfs. We rode tons of rides and roller coasters. My mom took a picture of me on a ride, but you can't see me because it's all blurry. I hope we'll go back next year and have a lot of fun again.",28507_1,Female,PASTEL,False,
"The legislation enforcement coaching academy is no laughing subject especially the very first couple weeks, in which instructors will check out to break you mentally. You are going to come to recognize that the police academy is not for the weak. You'll be on a quick leech through the academy. If...",f5a94cfbd997eae599d6efd29c2c1a29,male,PAN13-EN,False,
"Sometimes old people stand in the rain, waiting for things A fine waterfall reminds the elderly of gravity. Although the trail was gentle, gates made of popsicle sticks were used to corral the old people. As the time for noon-day meal approached, the number of the group had dwindled sharply, wolves howled in the distance The survivors met at Starbucks the following day to begin the healing process with the fabled pumpkin spice.",7431_1,Male,PASTEL,False,
before the game the coach gave a pep talk. The cheerleaders cheered on the players before the game. Everyone applauded the team as they walked on the field. They players played their best. The fans were impressed.,19137_2,Female,PASTEL,False,
"well, here it is, august 21- just two days from my departure. i just wanted to let everyone know that i reached my $8000 goal and then some! it's very exciting. for the last few days i've been packing and unpacking, calling back and forth to other YAVs (those are other volunteers in the program) ...",4176561,1,BLOG,False,
"I highly recommend placing titles within the code of your links. This should be the title of the page it leads to and support the importance of both pages, the page with the link, and the page linked to. Important facts on SEO and click here.A few things you can do to build your search rankings i...",317b9ada09f9b9859002981ddf16efda,male,PAN13-EN,False,
"  window treatment tips are necessary to modify the appear and design of one's kitchen or to create a preferred effect. On the contrary, the massive selection of window treatments makes this process a bit as well hard to get completed. You'd be torn among quite beautiful window treatments but fin...",42a00e77c2513bb4163ffd75196b125a,female,PAN13-EN,False,
"Accumulating textbooks is definitely an ever more common enthusiasm for a few individuals. Should you like publications and need to make some income from residence or maybe start a new pastime, then accumulating antique books value might be a normal stage for you personally. It will not make a di...",da168659933b28c4608a7a0a911cdca2,female,PAN13-EN,False,
Learning how to play guitar. Learning how to play the drums. These drums sure are fun. Get away from me dad I can do this by myself. If she doesn't get off the drums soon I'm going push her off because it's my turn.,7345_1,Male,PASTEL,False,
The green dude was in the grass. As he moved to the pavement he noticed something. He moved towards the object. He got closer to the object. He ran away scared.,38169_0,Female,PASTEL,False,
Research show that the number of current skin disorders has been increasing. A specialty area of skin care combined with surgery pathology is a research considered in offering medication as well as remedy to different skin ailments. This can be called dermatopology. It's a research which generall...,24dfb92020c142da2eb7b6b14bbbe7cb,female,PAN13-EN,False,
"Where love is there is faith... Love is the salt of life.. We cannot learn mean from books... There is no fire without some smoke.. He that makes his bed.. A broken friendship may be solder'd, but will never be sound. A friend in need is a friend indeed. Better alone that in bad company!!! The wi...",2723b464f5bf2ac7b987061ba0a5c443,male,PAN13-EN,False,
"Are you aware that camels do not have only a thick row of eyelashes but also two layers of eyelids in order to protect their eyes from the desert sand? Even though this seems unnecessary in the beginning, human lashes actually serve a very similar function for keeping out dust and other particula...",de524d8c74c1827053add3378549059c,female,PAN13-EN,False,
in the world of sabina there are many dolls This is very influenced by the most favorites dolls the friends and the families are reflected in the dolls my favorite set of dolls is a sports team made with replicas,3500_0,Male,PASTEL,False,
"Possibilities are, all you'll want to do is commit a small time acquiring your present landscape in order.Cleanse up The Main FeaturesBefore you add everything to your yard, make confident the fundamental landscaping attributes search as good as possible. Get your lawn, shrubs and trees in very g...",71a70eea3d0497a04de1f9744b2f99e2,male,PAN13-EN,False,
"I saw a sign for a candle sale and I was intrigued. It wasn't just the sign but also the brilliant artwork on the side of the building that intrigued me. In fact, almost every building was covered in colorful artwork. Up on a telephone pole I noticed a strange contraption. When I got back to the hotel and into my hammock I wondered what it might have been.",20628_1,Female,PASTEL,False,
"Since you are searching to learn more about regenokine therapy , one thing that is important is you must be prepared to do additional research. However, not everybody has the time or inclination to do that, and we know that so many of us are incredibly busy - but still, sometimes you just have to...",a1307fade8d69e0b7517048a035714b3,male,PAN13-EN,False,
"  For any one that has started a blog or a website, after they have gone through all the techie setup and have found a theme that screams this is me..  If you have a Wordpress site, or blog one most important things is to make sure that our site is secure at all times with the best security plugi...",154c1959c18d61d4adfd4e501a74d93b,male,PAN13-EN,False,
The house was far from view. I tried to look up more photos of it. Every photo I clicked on said unavailable. I was starting to get frustrated. It seemed as if I wasn't going to be able to find anything.,31334_1,Female,PASTEL,False,
"Just when you consider that you have last but not least found the profession of your dreams (or at the very least something that will pay out for the the vast majority of your bills), you realize that you are about to be laid off. On top rated of sensation that your earth is crashing all around y...",4064a8227880b651b98be3f9c4bcbf57,male,PAN13-EN,False,
"I am standing on the edge. The edge of what I'm not quite sure yet, but I can feel the gaping maw of something waiting to swallow me whole. I feel it there, yet I just stand here on the edge, looking around, checking out the weather, looking at the trees. Basically trying to look everywhere but i...",3770083,1,BLOG,False,
Winning is an important part of a poker game. No one gets involved in a poker zasady game hoping to lose. ,7e114cd70bfd961b495390ec9c4af762,female,PAN13-EN,False,
Sucess isnt only dtermined by hw much money or status u got but also by havin a sound and healthy state of mind..,86d3aee7249308786fda403054ce7633,female,PAN13-EN,False,
"The trees give off a strange aura on haunting. The spirit surrounds the wheel. The treeline contrasts what is offered. They settle, eating happily. There is a tower.",9783_0,Male,PASTEL,False,
Players know that even when they shed they even now are earning as they are accumulating Vpoints. Many online bingo operators do even now not supply any kind of income again scheme despite the fact that in latest occasions one particular or two other bingo rewards schemes have been launched that ...,a30e7ca85727ead471c907391fd03551,male,PAN13-EN,False,
"RPG. A Role Playing Game. Something done by folks who as a majority, not all - just most of them, have issues or excessive desires to play and escape the word around them. They have to evade reality as we generaly accept it and live out a happy and product alternative life through a character the...",4081644,0,BLOG,False,
"Strong unions usually set the upper cost for skilled labor and yes it seems non-union wages are higher in areas with stronger union representation. In most cases, locations that have excess labor can have lower labor rates. Because of the recession and the real-estate new construction depression,...",8f16fcfad8dc7d1bd35adb4004decb29,male,PAN13-EN,False,
"As he searched for food, he saw a bird fly overhead. The bird landed on an empty dock surrounded by nothing but water and trees. The views of the water were breathtaking and the sunset was beautiful. The trees were tall and stood proudly, providing some much-needed shade. He stepped out of the shade into the sun, where he stood glistening under the awesome rays.",5287_1,Male,PASTEL,False,
"  Browse through ApnaIndia.com to find local business listings in India with contact details like address, phone numbers and more.",7e3ce752aa7bd71048540e10817eeafe,male,PAN13-EN,False,
"Skiers and snowboarders alike know that the cold can take a toll on the trips to the mountains, and a Spyder jacket can help to keep them warm. Taking to the trails is only fun when it's not too cold, and a great jacket can keep an outdoor adventurist as warm as they need to be to enjoy the outdo...",ad1c08c1bbe248952d7728e92087e7b6,female,PAN13-EN,False,
"It is important that you employ the services of reliable professionals when you are dealing with electrical connections. It is a well-known fact that electricity is capable or powering homes, it powers many different kinds of appliances and it powers businesses. Nonetheless, it is potentially dea...",a18f080afc7468b29d60d57eae61dc0,male,PAN13-EN,False,
"We were driving down a huge freeway. We had to stop sometimes because we felt sick or had to stretch our legs. We stopped for a photo op, too. My sister made sure to sit in the photo op. My other sister decided to lay in the freeway.",10003_1,Female,PASTEL,False,
"There was a small party at the house. Several people were there and hung out. Everyone sat around and took pictures together. as the night went on everyone started to lay around. Even though everyone was supposed to be neat, someone did knock over a plant at the party.",38529_0,Female,PASTEL,False,
This stained glass if from some famous artist. This one took 2 years to finsh. This one kindo f scares me sometimes. This one is the newest piece her. This church is really old.,11586_1,Male,PASTEL,False,
The crafts class teaches art. They helped build furniture. The woven shelves were buildt. The favorite cage for birds was created. The wood was saved for other people.,21384_0,Female,PASTEL,False,
"I went and took pictures of people, places, and things. I tried this neck shot. I also took a picture of a butterfly. My favorite picture is one of a lizard. The last picture was one in a bowling alley.",11123_0,Female,PASTEL,False,
Hey everyone what's up its been a couple days since I last posted anything and I figured now was as good as time as any since I won't be home for the next few days. Yeah thats right I won't be here cuz I will be stuck in some cottage in Geneva-On-The-Lake for a few days woohoo what a vacation**co...,4139452,0,BLOG,False,
Divorce is the most distressing experience for those involved. This is because the couple not only has to face the emotional stress of separating but also has to face the family and even deal with their children which can be quite a difficult task. There are times w...,ab66f5a90dbf28e3b64a50daf44f84e3,female,PAN13-EN,False,
They say that it takes seven years for a single star to fade away from the time it dies out. living a quiet life kills a person inside though other may see you as a light nothing really matters because the cold is your play field......,c830b95b9d585445d70af66ee3132d32,female,PAN13-EN,False,
He arrive in limestone He stopped to visit a historical site He learned a lot about the visit He loved the old archetecture he took  a picture of himself as proof he was there,19290_0,Female,PASTEL,False,
Somehow I thought about those days where I was at happiest. Where I'd feel so light-hearted and kinda full of myself. ... Those were the days I shared with my running companions back in jc. I thought about our training sessions. How I started out... The arms that swung like monkeys (which I think...,3838413,1,BLOG,False,
"The Dancing Trees The blowing winds confound the trees Into blowing in every direction As gray clouds begin to gather And the sky darkens almost to black The storms descend in a fury of sound Thunder crashes as lightning flickers Rain pelts the thirsty canyons of soil While we stand outside, our ...",3956714,1,BLOG,False,
There was a car accident The police were the first responders When the firefighters arrived they treated the injuries One firefighter was very compassionate Soon the road was cleared and all was back to normal,33809_0,Female,PASTEL,False,
What happened to the picture I took it's not here. Who messed with my camera roll where is the picutre. That's the last time I use someone elses camera. Where is my picture? Awesome shots taken will never be seen since there is no picture here.,13220_1,Male,PASTEL,False,
Today was graduation day. All of the kids were smiling. The principal spoke and it was boring. Then the smartest student spoke and it was more boring. After graduation everyone went to a party.,17316_0,Male,PASTEL,False,
"I took my son to the parade in July. We honored the veterans as they rode through parade. As the fireworks detonated, the floats drove past the dealership. We clapped as the trombones passed with all the musicians. The local school put on a performance.",12908_1,Female,PASTEL,False,
"I'm adding a new post today - not because I have anything interesting to say, but because I'm being badgered to update my blog. I do intend to eventually make a habit of keeping this fresh, but it may take a while to get into some kind of routine. Especially since I try to avoind my computer at h...",3418197,0,BLOG,False,
"Don't let any situation you find yourself to deprive you of your joy, you have the right to either be happy or sad....problems are only there to shake our minds in order to take a nasty decision that may lead to a regret tomorrow. note: the society might seems to reject you because of circumstanc...",16ac13162dbd1bdb7ed722e7b92a4211,female,PAN13-EN,False,
"As we know, play is a child's work that is why it is important that we choose online games that are fun and educational at the same time. Today, almost every household has a computer and internet connection. It is not surprising that kids are on the computer or are learning how to operate one. Th...",ae6cee152246f8695a8b40a30922f511,female,PAN13-EN,False,
"Phew...Just finished my dinner...Today is a normal day for me again...Nothing special happened... Went to school , study , come back and sleep... Tomorrow will be the first day of trial examination and I am totally not ready yet... Not even a subject... Not even half a subject... Maybe because I ...",3944847,0,BLOG,False,
"Click Here to Watch Jazz vs Grizzlies Online Live Live stream tv online watch its live the best sports broadcast tv online we will try to get live video grizzlies v utah jazz live 06 01 2012. Watch juventus cesena livestream 04 december, 2011 watch watch qatar exxonmobil open 2012 live stream wat...",a8072c35f9b9e53b354b52671d230aea,female,PAN13-EN,False,
"[Blogger's note: This is my first blog posting ever, so I’m a little nervous about jumping in here. The subject of my first post is not a particularly controversial or “hot-button” issue - it concerns some of the the procedural arcana involved in conducting Presidential elections. But it’s a topi...",3494117,0,BLOG,False,
The family was ready for a great time at the Winter Wonderland park. There were Christmas decorations everywhere! We stopped by a stable to visit the reindeer. There were even shows with costumed characters. One of my favorite parts were some of the games they had at stands.,3091_3,Male,PASTEL,False,
My first day at school... I walked in and a lot of people hugged me and then i walked to my locker threw my stuff inside and went to find more people. After i was done messing around we had an asslembly and the teachers all ran in when they were announced and we all laughed at them and then i wen...,4197874,0,BLOG,False,
The art museum had exhibits made of wires. There were also exhibits made of plastic. Farther in there were paintings of landscapes. There were also flowers and oil paintings in the museum. Some of the paintings mimicked the flowers in real life.,31266_2,Female,PASTEL,False,
