"p_id","short_text","style","confidence","comments","data","consent","feedback","style_score","confidence_score","label","text_id","pred_gender","Submission id","Status","Custom study tncs accepted at","Started at","Completed at","Reviewed at","Archived at","Time taken","Completion code","Total approvals","Age","Sex","Ethnicity simplified","Country of birth","Country of residence","Nationality","Language","Student status","Employment status","URL","Gender"
"5608a73fd7def20012b7389d","We have waited so long for this moment sometimes it is hard to just let it sink in. I couldn't imagine doing this anywhere else, this is simply meant to be. With the joy of the day the memories of agonizing over such small details, like cake size, just melt away. Today is the beginning of something beautiful. I wouldn't change any part of it, even though I would have preferred a limo.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Non-binary","28956","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","The foreigners took a tour of the city. They went to a restaurant with a painting on the wall. The guide read the caption, because he was fluent in the language. They decided that the painting was actually a mosaic. It was a picture of a horse, that's for sure.","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Non-binary","9084","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Artists set up their float for a parade. People gather to view the intricate floats. There are some rather interesting designs incorporated. The small parade was held at tourist heavy location. The distinct landmark made the parade easy to find.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,4,2,"Female","10849","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","The   software program can be quite difficult to clear away from your technique. This is simply because of the quantity of diverse programs that get set up on your pc as element of the offer. You will finish up with Phrase, PowerPoint, Excel, Publisher, Cash and additional. If a file gets to be c...","4: Somewhat Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,4,3,"female","dd7ae05ce600dc92cd6ecb4dc5513280","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","However WordPress and Joomla seem to have an edge over the others with regard to global popularity and make use of. Many website design agencies and design experts are proficient with Joomla and WordPress and are able to customise the software to pay the specific needs of a business. Both these p...","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"female","75eaa4a58551cf942052ad916998b143","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","I'm a student of architecture on my senior trip. I visited the Morris theater to view it's amazing ceiling deisign. Of course a trip to the grounds of Fox Manor is a must. The manor itself has beautiful spires on its large roof. You couldn't ask for a better vacation before my last year of hight school.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Male","34463","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Today we checked out this nice humble home. The wood floors were really nice. The bathrooms were quite unique. The table in the hall had alot of seats. There was a really nice home garden.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Male","9317","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","When the customers clicked the ad, he or she wound up on your website which had nothing to do with the graphic. In most cases, the visitor is immediately left your internet-site, wasting your money. Many website exist where by AdSense participants make ads seem like navigation, attempt to blend a...","4: Somewhat Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,4,3,"female","e684ff165d6eb4ec1b922b4c834be23e","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","I went on vacation with my family in a trashy location. The strip was surprisingly clean and well lit at night. The signs at night looked very vintage. There were a lot of tourists there taking photos. A lot of organizations took advantage of the tourism by setting up stores to sell souvenirs.","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Female","1880","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","First of all you had much better make confident that your child is the age group becoming represented by the modeling agency. This details can be simply found out by means of an online search. Once you are totally convinced that your kid really should be a model, that he or she will become very e...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"male","5b61a6bcd3d466e81a660e56ec69b0cb","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","hey Ladies out there i joined this site coz of you so if yo out there n need me come get me ama be waiting i dnt want those that r uptight if you knw wat i mean","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,3,2,"female","bdca1e8ea0510fe813a532bbc79126d6","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","You won't believe it, I just wasted 5 hours sitting here playing this PC gamed called Age of Empires. It is high addictive and my need to win resulted in several attempts at it. I think the computer got sick of playing it that it let me win. Well, that was time well spent... Anyhow, I am writing ...","4: Somewhat Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,4,3,"female","3520079","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Last week I was Up North. We have a simmer house up in Pentwater. It is right by Ludington. Our family has a very long line up in Pentwater. My grandparents were raised there. Anyways, we have alot of people that now me and our family. My grandpa always tells me I have 50 grandparents there. It i...","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,4,2,"female","3986168","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","I went for a quick walk around town, starting on a street just off of main street, were grafitti had clearly run rampant. I made my way then (through the unfenced yards belonging to the neighbors) into the park, dotted with ponds and people. Upon pondering my next location, I decided that my best course of action would be to walk across a bridge overarching one of the ponds. Here, I stumbled upon a beautiful building that seemed to be in an older American style. Instead of exploring the building, I continued my walk home, making it in just under an hour.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Non-binary","4601","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Today I got to do a beautiful wedding day shoot. We started with these nice special guests. I would say the guys did a nice job. The sun shone so pretty for this perfect day. There were some pretty special decorations on the tables. I was a guest at a wedding, this weekend. The happy couple's get away car was white and all decorated up. The florist did an exceptional job with the corsages and boutonnieres. The reception after the wedding lasted until late afternoon. I brought home a centerpiece as a memento.","2: Somewhat Feminine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,2,3,"Male","30169","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","It was a special day for the marching band at my school. We had been tested previously, and now was the time for our performance on Veterans' Day. We were stellar, and we saluted the group of veterans after our performance. The test of handling the performance anxiety wasn't as bad as maintaining uniform, which we failed and were cheered in response. An example of this failed test is that Brian somehow lost his shoe and realized when we were walking back to the buses.","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,3,2,"Female","36341","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","God what is going on this world! Isaiah 4:1 says... And seven women shal take hold of one man in dat day, saying "" we wyl eat our own bread and wear our own clothes, only let us be called by ur name, take away our reproach."" in deed why!!!","3: Neutral","1: Not Confident. You were unsure or found the text ambiguous",NA,"PAN13-EN","I agree",NA,3,1,"female","af537834b51d385798642c0f4daf22d9","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","There are so many different ways that you can send traffic to your blog or website and one of the most affordable and simplest methods is blog commenting. By commenting on the right blog at the right time, you'll be able to get targeted traffic flowing in from the readers who read your comment, a...","4: Somewhat Masculine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PAN13-EN","I agree",NA,4,4,"female","39c279b6a6ec993e29b40890f127d5e9","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","On the tour, we first stopped in the city square. We then were lead through a more recent attachment to the city, dotted with pop-culture references and personas, including the great Elvis Presley. Then, we went on to the older portion of the city, the streets here lined with historically significant buildings. The next stop was the church, which veered just off the main street of the city, just by my cousin's (that I was staying with) home. Our final stop was the cemetary, inside of which were the graves of prominent figures in the city's history.","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Non-binary","34448","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","If you are among many individuals who are interested in trading the currency market, it is good for you to know the basic of how to do FOREX trading on your own. Now before you taking any further steps, why don’t you try to seek advice from someone you know that probably has years of experience i...","5: Very Masculine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PAN13-EN","I agree",NA,5,4,"male","b55cb981ce35e677b6ee9581d70a74e1","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","The stage is being set The singers have come on stage The concert should begin shortly They have such a strong vocal presence This was the most powerful and beautiful song I have ever heard","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PASTEL","I agree",NA,3,3,"Female","11925","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Beautiful Day in Connecticut, sunny nice breeze and min humidity...gotta love it. Went to my first DCA show of the year last night. Great night for drum corps. If you want to see the scores and read the review go to  Drum Corps discussion Board . Pool is ready and kids have been swimming every da...","4: Somewhat Masculine","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"BLOG","I agree",NA,4,3,"female","3528970","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Nevertheless, you can avoid these kinds of situations by making sure your skin looks good all the time. Here are some tips that you can use to help yourself get started.You want to know more about finding meaningful lifecell reviews, but the other important side of the coin is that you have to ge...","3: Neutral","3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts",NA,"PAN13-EN","I agree",NA,3,3,"male","e66593e03bdc06905c77f158cac5ecc8","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","My Gallery Opening! Here is my first piece - made in the image of the classic Marlboro advertising designs. My inspiration for the next piece is 80's contemporary titled, 'How many licks to the center....?' I'm positive you get the reference! Now for the centerpiece of my Gallery, a work I've titled 'Golden Blob'. The symbolism - so apparent, right? This is McKayla - pronounced Mac-Key-Lahhh. She's my intern. Her contribution on my American Flag project, titled 'America the Glamorous', was invaluable.","1: Very Feminine","4: Very Confident. You were very certain about your judgment with no hesitation",NA,"PASTEL","I agree",NA,1,4,"Male","14215","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Taking a stroll around the neighborhood to take some photos. Most of these houses, have specific histories. A lot of the neighbors have lived here since they were children. I love that these houses have their own history to tell. The snow sure does make this town and house amazing to live at.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Male","19457","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","I took a trip upstate last fall near the river. I viewed lots of local attractions. The area revolves around fishing in the river. I made several new friends on my journey. The trip was over too soon and I was heading back to work before I knew it.","2: Somewhat Feminine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PASTEL","I agree",NA,2,2,"Male","31609","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","Effectively designed newsletters can better inform and connect with your target audience. 899webdesign.com offers professional newsletter design service at competitive prices to help your business stay in touch with the targeted consumer base.","4: Somewhat Masculine","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"PAN13-EN","I agree",NA,4,2,"female","93461f768317abcbba6572eeeabeddac","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
"5608a73fd7def20012b7389d","After a very short discussion, Mark and I decided not to try the flea market again. We'll have as many yardsales as we can between now and the last few weeks we're in our house. Then we'll call in an auctioneer to finish off the furniture and anything else we haven't sold. This past week we had a...","3: Neutral","2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts",NA,"BLOG","I agree",NA,3,2,"female","3314062","","67aa4f711fc65cad00f37c53","APPROVED","Not Applicable",2025-02-10 19:12:05.512,2025-02-10 19:24:14.449,2025-02-10 21:27:30.941,2025-02-10 19:24:43.62832,729,"C1DSW210",8578,"37","Male","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED","https://gender-writing-style.streamlit.app/",NA
